chloramine,chromium,bacteria,viruses,perchlorate,silver
0.05,0.0,0.11,0.001,0.28,0.09
0.01,0.02,0.62,0.62,3.91,0.07
0.1,0.01,0.26,0.006,1.58,0.03
0.09,0.04,0.43,0.007,11.19,0.09
0.44,0.0,0.07,0.007,2.68,0.03
0.35,0.03,0.63,0.63,2.5,0.07
0.06,0.08,0.22,0.008,9.0,0.09
0.71,0.06,0.8,0.8,2.33,0.02
0.06,0.04,0.22,0.0,4.22,0.01
0.01,0.07,0.67,0.67,0.06,0.08
0.28,0.01,0.21,0.007,10.36,0.05
0.08,0.06,0.46,0.007,8.28,0.07
0.29,0.03,0.02,0.004,0.91,0.0
0.07,0.07,0.16,0.009,1.2,0.04
0.4,0.0,0.73,0.73,0.96,0.06
0.34,0.04,0.89,0.89,4.75,0.06
0.18,0.07,0.14,0.008,1.85,0.06
0.2,0.06,0.47,0.008,8.37,0.01
0.3,0.06,0.25,0.005,0.83,0.05
0.05,0.03,0.37,0.001,2.5,0.1
0.1,0.09,0.85,0.85,3.59,0.05
0.02,0.05,0.45,0.0,0.59,0.05
0.19,0.02,0.18,0.0,0.84,0.03
0.09,0.06,0.8,0.8,12.18,0.05
0.1,0.02,0.13,0.001,0.03,0.0
0.06,0.04,0.99,0.99,0.93,0.01
0.1,0.05,0.22,0.006,2.44,0.05
0.59,0.06,0.37,0.002,0.16,0.1
0.04,0.1,0.31,0.002,3.38,0.06
0.46,0.02,0.34,0.009,0.89,0.09
0.17,0.03,0.66,0.66,0.33,0.01
0.22,0.02,0.28,0.0,4.09,0.09
0.45,0.09,0.63,0.63,3.32,0.08
0.01,0.05,0.2,0.0,4.77,0.0
0.08,0.06,0.65,0.65,1.5,0.07
0.07,0.04,0.05,0.003,0.23,0.07
0.38,0.1,0.71,0.71,0.1,0.02
0.15,0.02,0.13,0.001,1.74,0.07
0.01,0.01,0.67,0.67,3.7,0.09
0.09,0.06,0.13,0.007,2.0,0.05
0.49,0.07,0.16,0.005,12.19,0.06
0.13,0.04,0.35,0.002,1.13,0.02
0.54,0.01,0.83,0.83,5.63,0.07
0.22,0.02,0.04,0.008,9.31,0.05
0.08,0.06,0.52,0.52,3.15,0.05
0.1,0.06,0.91,0.91,0.07,0.0
0.01,0.0,0.7,0.7,1.05,0.06
0.09,0.09,0.2,0.009,3.32,0.08
0.0,0.04,0.23,0.001,0.05,0.05
0.24,0.06,0.89,0.89,0.19,0.06
0.42,0.06,0.85,0.85,0.31,0.07
0.01,0.05,0.75,0.75,1.13,0.01
0.06,0.09,0.99,0.99,0.45,0.02
0.38,0.04,0.92,0.92,0.36,0.08
0.09,0.07,0.58,0.58,1.54,0.0
0.27,0.03,0.8,0.8,4.81,0.07
0.61,0.02,0.56,0.56,1.9,0.09
0.38,0.03,0.96,0.96,1.76,0.04
0.44,0.07,0.25,0.007,0.4,0.03
0.14,0.08,0.16,0.002,0.82,0.04
0.17,0.0,0.44,0.002,2.91,0.0
0.5,0.09,0.69,0.69,4.67,0.04
0.0,0.04,0.08,0.006,4.06,0.06
0.02,0.08,0.13,0.008,3.27,0.01
0.02,0.01,0.77,0.77,0.28,0.08
0.01,0.03,0.38,0.005,1.91,0.07
0.19,0.09,0.12,0.006,6.74,0.09
0.36,0.05,0.8,0.8,1.94,0.02
0.22,0.03,0.3,0.002,6.72,0.02
0.03,0.08,0.75,0.75,3.85,0.1
0.02,0.05,0.44,0.006,0.49,0.04
0.16,0.03,0.13,0.004,4.65,0.04
0.07,0.06,0.26,0.003,6.31,0.01
0.17,0.04,0.63,0.63,7.96,0.09
0.01,0.05,0.86,0.86,0.25,0.06
0.15,0.1,0.32,0.003,2.88,0.04
0.29,0.06,0.49,0.001,3.23,0.07
0.03,0.02,0.13,0.008,6.15,0.08
0.17,0.07,0.27,0.002,1.8,0.05
0.07,0.04,0.08,0.007,1.45,0.01
0.3,0.02,0.38,0.002,7.71,0.02
0.06,0.09,0.27,0.004,2.26,0.0
0.44,0.03,0.67,0.67,3.11,0.07
0.03,0.01,0.05,0.001,0.35,0.1
0.26,0.01,0.77,0.77,0.33,0.09
0.04,0.06,0.18,0.007,4.64,0.07
0.15,0.04,0.06,0.008,0.76,0.02
0.56,0.07,0.58,0.58,1.2,0.08
0.03,0.04,0.79,0.79,8.89,0.07
0.13,0.1,0.84,0.84,10.2,0.09
0.06,0.09,0.23,0.007,1.36,0.04
0.29,0.05,0.42,0.0,5.23,0.1
0.05,0.1,0.77,0.77,1.6,0.1
0.09,0.01,0.98,0.98,0.01,0.0
0.15,0.08,0.05,0.008,2.39,0.03
0.05,0.08,0.23,0.008,8.3,0.0
0.31,0.02,0.24,0.002,3.69,0.0
0.02,0.04,0.74,0.74,0.38,0.09
0.01,0.09,0.76,0.76,2.68,0.01
0.16,0.0,0.06,0.004,1.41,0.07
0.46,0.04,0.51,0.51,2.83,0.06
0.02,0.05,0.65,0.65,0.31,0.1
0.07,0.01,0.72,0.72,4.64,0.1
0.04,0.02,0.27,0.006,0.02,0.09
0.57,0.02,0.52,0.52,10.58,0.08
0.01,0.06,0.05,0.004,10.7,0.0
0.03,0.07,0.07,0.008,1.53,0.05
0.0,0.01,0.79,0.79,3.07,0.05
0.06,0.09,0.53,0.53,0.29,0.06
0.25,0.03,0.45,0.004,1.66,0.08
0.35,0.05,0.39,0.007,4.5,0.01
0.02,0.09,0.25,0.008,0.39,0.07
0.18,0.04,0.83,0.83,3.85,0.07
0.43,0.01,0.1,0.008,12.52,0.07
0.25,0.01,0.53,0.53,0.11,0.07
0.05,0.01,0.27,0.007,7.29,0.07
0.07,0.1,0.18,0.004,2.48,0.03
0.39,0.02,0.31,0.002,0.44,0.03
0.13,0.07,0.96,0.96,3.56,0.06
0.18,0.01,0.11,0.006,4.7,0.1
0.01,0.03,0.64,0.64,10.88,0.02
0.2,0.07,0.76,0.76,4.72,0.1
0.01,0.04,0.57,0.57,0.68,0.07
0.3,0.05,0.79,0.79,11.59,0.0
0.07,0.01,0.82,0.82,0.51,0.08
0.08,0.05,0.86,0.86,4.75,0.09
0.12,0.09,0.58,0.58,2.37,0.06
0.04,0.07,0.87,0.87,0.49,0.07
0.09,0.03,0.7,0.7,1.17,0.08
0.01,0.03,0.55,0.55,9.22,0.01
0.09,0.04,0.14,0.006,0.8,0.02
0.05,0.06,0.45,0.006,7.79,0.06
0.31,0.07,0.75,0.75,0.1,0.1
0.09,0.06,0.51,0.51,6.21,0.05
0.14,0.03,1.0,1.0,0.29,0.06
0.47,0.02,0.23,0.006,1.33,0.08
0.05,0.07,0.47,0.0,1.42,0.07
0.19,0.01,0.58,0.58,6.61,0.03
0.15,0.04,0.51,0.51,4.16,0.01
0.05,0.09,0.33,0.001,0.07,0.02
0.14,0.05,0.67,0.67,6.35,0.03
0.0,0.05,0.82,0.82,7.95,0.08
0.25,0.05,0.09,0.005,5.2,0.01
0.68,0.05,0.53,0.53,6.21,0.0
0.29,0.05,0.65,0.65,7.3,0.05
0.24,0.07,0.75,0.75,3.7,0.02
0.0,0.04,0.28,0.009,1.23,0.08
0.01,0.06,0.19,0.008,5.94,0.03
0.58,0.0,0.7,0.7,6.62,0.01
0.09,0.05,0.78,0.78,1.68,0.04
0.05,0.09,0.75,0.75,3.3,0.06
0.49,0.04,0.02,0.0,2.61,0.1
0.1,0.03,0.57,0.57,3.6,0.09
0.11,0.05,0.55,0.55,7.1,0.01
0.1,0.05,0.09,0.008,1.05,0.04
0.04,0.1,0.82,0.82,0.89,0.01
0.19,0.03,0.41,0.003,10.15,0.0
0.02,0.08,0.76,0.76,0.49,0.03
0.08,0.02,0.08,0.008,1.07,0.06
0.03,0.06,0.04,0.003,0.46,0.04
0.27,0.02,0.46,0.003,2.27,0.05
0.06,0.06,0.28,0.005,0.06,0.06
0.02,0.1,0.61,0.61,11.52,0.08
0.23,0.07,0.1,0.001,1.43,0.06
0.03,0.03,0.62,0.62,1.07,0.09
0.04,0.09,0.71,0.71,1.43,0.09
0.29,0.0,0.18,0.003,7.76,0.06
0.06,0.1,0.96,0.96,7.43,0.09
0.08,0.06,0.5,0.5,1.07,0.02
0.17,0.07,0.5,0.5,0.47,0.0
0.05,0.07,0.5,0.5,9.77,0.08
0.59,0.02,0.42,0.006,4.25,0.02
0.13,0.08,0.33,0.006,13.66,0.05
0.03,0.04,0.07,0.006,5.09,0.07
0.19,0.1,0.59,0.59,2.81,0.04
0.03,0.03,0.79,0.79,4.35,0.04
0.04,0.02,1.0,1.0,8.76,0.07
0.3,0.03,0.15,0.005,1.35,0.02
0.09,0.05,0.28,0.004,2.5,0.01
0.09,0.01,0.78,0.78,5.9,0.08
0.19,0.06,0.33,0.001,1.94,0.0
0.46,0.04,0.27,0.008,2.88,0.02
0.1,0.05,0.98,0.98,3.77,0.08
0.15,0.05,0.87,0.87,3.22,0.0
0.04,0.06,0.44,0.004,0.87,0.02
0.16,0.03,0.83,0.83,9.33,0.04
0.08,0.09,0.07,0.008,2.43,0.08
0.09,0.01,0.28,0.003,3.6,0.09
0.08,0.02,0.51,0.51,8.13,0.06
0.06,0.02,0.31,0.004,1.81,0.0
0.39,0.07,0.48,0.009,3.2,0.04
0.11,0.03,0.09,0.006,8.14,0.0
0.33,0.03,0.69,0.69,9.12,0.07
0.28,0.04,0.52,0.52,3.45,0.08
0.07,0.02,0.68,0.68,0.12,0.04
0.01,0.06,0.01,0.0,1.34,0.1
0.28,0.03,0.73,0.73,8.14,0.03
0.05,0.01,0.11,0.005,0.39,0.0
0.61,0.08,0.44,0.003,3.07,0.08
0.43,0.02,0.79,0.79,7.42,0.07
0.1,0.03,0.8,0.8,3.01,0.09
0.04,0.06,0.07,0.005,0.11,0.05
0.01,0.1,0.7,0.7,3.07,0.08
0.39,0.04,0.61,0.61,1.84,0.01
0.08,0.04,0.39,0.001,0.01,0.07
0.04,0.08,0.22,0.003,0.62,0.1
0.23,0.09,0.21,0.004,3.07,0.04
0.01,0.05,0.67,0.67,0.24,0.03
0.06,0.08,0.05,0.003,7.13,0.07
0.05,0.05,0.92,0.92,12.77,0.05
0.07,0.09,0.49,0.007,0.61,0.06
0.03,0.05,0.34,0.006,0.61,0.05
0.65,0.08,1.0,1.0,0.14,0.06
0.09,0.09,0.32,0.004,8.55,0.1
0.04,0.08,0.58,0.58,3.41,0.02
0.05,0.06,0.18,0.005,1.75,0.1
0.29,0.05,0.74,0.74,0.41,0.03
0.02,0.0,0.72,0.72,5.89,0.07
0.18,0.08,0.08,0.001,7.18,0.07
0.01,0.1,0.18,0.001,1.31,0.06
0.35,0.05,0.02,0.002,0.3,0.08
0.24,0.05,0.58,0.58,4.52,0.04
0.03,0.06,0.56,0.56,0.61,0.03
0.02,0.05,0.43,0.003,6.87,0.03
0.21,0.05,0.7,0.7,8.3,0.02
0.06,0.02,0.31,0.007,7.73,0.0
0.04,0.08,0.09,0.008,3.84,0.01
0.21,0.0,0.14,0.007,7.07,0.05
0.11,0.03,0.93,0.93,6.86,0.04
0.21,0.03,0.75,0.75,0.48,0.01
0.13,0.0,0.48,0.007,6.86,0.01
0.05,0.09,0.72,0.72,0.02,0.07
0.04,0.07,0.19,0.004,5.77,0.01
0.04,0.03,0.28,0.001,2.65,0.01
0.06,0.01,0.85,0.85,1.5,0.03
0.03,0.09,0.76,0.76,8.59,0.06
0.07,0.05,0.77,0.77,1.0,0.05
0.14,0.05,0.66,0.66,12.28,0.08
0.28,0.09,0.36,0.003,3.57,0.06
0.08,0.08,0.17,0.001,9.34,0.05
0.53,0.02,0.48,0.008,5.39,0.09
0.23,0.08,0.82,0.82,3.4,0.06
0.0,0.04,0.6,0.6,0.37,0.01
0.2,0.08,0.98,0.98,3.22,0.03
0.05,0.08,0.49,0.003,3.71,0.0
0.16,0.03,0.21,0.007,7.03,0.07
0.03,0.1,0.89,0.89,3.42,0.09
0.36,0.08,0.37,0.006,3.76,0.05
0.11,0.09,0.79,0.79,2.74,0.05
0.1,0.09,0.73,0.73,2.56,0.02
0.38,0.04,0.91,0.91,1.49,0.05
0.08,0.06,0.51,0.51,2.54,0.07
0.22,0.05,0.51,0.51,8.15,0.05
0.67,0.04,0.99,0.99,10.68,0.1
0.59,0.02,0.29,0.004,1.4,0.03
0.09,0.07,0.1,0.002,4.56,0.01
0.02,0.07,0.39,0.008,0.3,0.04
0.05,0.06,0.31,0.001,1.16,0.07
0.11,0.02,0.97,0.97,5.18,0.06
0.02,0.06,0.26,0.003,3.82,0.03
0.46,0.02,0.61,0.61,7.8,0.03
0.09,0.06,0.87,0.87,0.59,0.09
0.2,0.0,0.08,0.005,5.16,0.01
0.15,0.06,0.92,0.92,8.28,0.05
0.18,0.07,0.74,0.74,0.18,0.06
0.11,0.08,0.05,0.008,0.53,0.03
0.26,0.05,1.0,1.0,0.1,0.06
0.01,0.03,0.26,0.002,6.0,0.04
0.03,0.02,0.13,0.005,1.13,0.0
0.47,0.01,0.23,0.002,0.62,0.02
0.01,0.02,0.5,0.5,6.05,0.04
0.1,0.0,0.49,0.008,8.13,0.02
0.33,0.05,0.83,0.83,6.99,0.01
0.02,0.1,0.66,0.66,1.44,0.06
0.09,0.08,0.63,0.63,4.61,0.09
0.48,0.01,0.15,0.003,7.28,0.06
0.25,0.05,0.3,0.006,0.94,0.08
0.22,0.03,0.93,0.93,3.69,0.03
0.02,0.09,0.99,0.99,3.63,0.07
0.05,0.05,0.46,0.008,4.06,0.04
0.05,0.05,0.24,0.004,0.28,0.03
0.03,0.01,0.17,0.0,0.1,0.03
0.29,0.09,0.1,0.001,2.57,0.01
0.12,0.08,0.93,0.93,2.13,0.09
0.43,0.03,0.91,0.91,0.74,0.0
0.01,0.02,0.75,0.75,0.16,0.01
0.38,0.02,0.59,0.59,0.3,0.02
0.6,0.06,0.25,0.001,0.44,0.0
0.14,0.07,0.48,0.003,2.51,0.03
0.08,0.02,0.79,0.79,1.67,0.1
0.06,0.08,0.62,0.62,7.12,0.01
0.09,0.06,0.61,0.61,0.23,0.05
0.64,0.09,0.5,0.5,12.05,0.05
0.03,0.02,0.44,0.008,4.28,0.03
0.29,0.08,0.36,0.005,4.16,0.06
0.08,0.1,0.86,0.86,5.73,0.09
0.04,0.08,0.37,0.007,0.35,0.06
0.54,0.08,0.19,0.0,4.03,0.0
0.04,0.02,0.95,0.95,0.35,0.02
0.69,0.09,0.35,0.004,0.06,0.05
0.04,0.01,0.64,0.64,7.66,0.04
0.37,0.08,0.39,0.003,0.38,0.07
0.09,0.07,0.68,0.68,1.9,0.04
0.09,0.07,0.57,0.57,0.14,0.06
0.0,0.08,0.65,0.65,5.64,0.02
0.02,0.05,0.66,0.66,6.65,0.03
0.01,0.0,0.96,0.96,1.56,0.0
0.45,0.03,0.78,0.78,1.46,0.07
0.4,0.09,0.84,0.84,3.01,0.01
0.01,0.08,0.9,0.9,4.36,0.1
0.13,0.02,0.77,0.77,0.05,0.07
0.1,0.02,0.28,0.007,0.43,0.06
0.27,0.02,0.37,0.007,0.47,0.07
0.03,0.04,0.58,0.58,4.11,0.02
0.05,0.06,0.96,0.96,0.49,0.04
0.04,0.06,0.15,0.003,3.17,0.01
0.05,0.01,0.22,0.007,3.65,0.09
0.09,0.0,0.72,0.72,1.86,0.0
0.3,0.02,0.38,0.006,0.44,0.07
0.01,0.03,0.87,0.87,5.62,0.07
0.02,0.0,0.77,0.77,7.09,0.01
0.06,0.03,0.56,0.56,5.03,0.01
0.08,0.08,0.78,0.78,8.72,0.05
0.48,0.06,0.31,0.008,3.68,0.02
0.43,0.04,0.23,0.004,2.6,0.0
0.16,0.0,0.65,0.65,2.0,0.03
0.08,0.03,0.24,0.003,12.11,0.06
0.43,0.03,0.66,0.66,0.13,0.09
0.01,0.05,0.5,0.5,6.19,0.09
0.1,0.09,0.56,0.56,8.79,0.08
0.39,0.1,0.61,0.61,2.1,0.05
0.08,0.02,0.68,0.68,0.38,0.02
0.31,0.02,0.59,0.59,0.0,0.05
0.07,0.09,0.93,0.93,0.78,0.03
0.02,0.04,0.3,0.005,2.28,0.07
0.28,0.07,0.25,0.008,2.64,0.07
0.0,0.07,0.41,0.002,2.59,0.09
0.48,0.04,0.12,0.006,2.52,0.04
0.05,0.06,0.37,0.004,7.81,0.09
0.21,0.03,0.3,0.008,6.13,0.07
0.51,0.01,0.64,0.64,2.4,0.04
0.09,0.01,0.64,0.64,0.15,0.03
0.36,0.03,0.92,0.92,3.54,0.04
0.17,0.09,0.75,0.75,1.8,0.0
0.09,0.09,0.65,0.65,3.4,0.07
0.12,0.04,0.58,0.58,0.07,0.04
0.15,0.1,0.31,0.002,0.86,0.02
0.63,0.07,0.35,0.004,5.42,0.05
0.04,0.05,0.89,0.89,4.62,0.06
0.39,0.06,0.25,0.003,6.09,0.03
0.05,0.07,0.36,0.003,0.39,0.01
0.07,0.04,0.62,0.62,3.25,0.03
0.01,0.03,0.33,0.005,1.19,0.05
0.53,0.05,0.56,0.56,0.19,0.06
0.19,0.07,0.49,0.001,0.82,0.02
0.04,0.03,0.32,0.002,2.82,0.04
0.09,0.04,0.15,0.002,2.1,0.02
0.17,0.09,0.21,0.001,8.47,0.02
0.17,0.08,0.92,0.92,9.33,0.08
0.48,0.09,0.53,0.53,1.66,0.09
0.19,0.09,0.09,0.006,1.65,0.01
0.04,0.02,0.84,0.84,1.56,0.06
0.06,0.08,0.03,0.005,5.0,0.08
0.01,0.05,0.29,0.006,1.96,0.04
0.26,0.08,0.73,0.73,5.53,0.05
0.5,0.03,0.77,0.77,1.34,0.04
0.09,0.07,0.69,0.69,10.91,0.01
0.04,0.08,0.25,0.002,0.18,0.04
0.01,0.07,0.19,0.005,0.12,0.0
0.29,0.08,0.68,0.68,0.47,0.08
0.13,0.03,0.59,0.59,0.46,0.08
0.27,0.05,0.42,0.005,8.53,0.03
0.42,0.04,0.4,0.003,1.61,0.07
0.54,0.05,0.62,0.62,0.18,0.01
0.06,0.06,0.28,0.004,0.78,0.06
0.01,0.02,0.25,0.007,2.97,0.09
0.08,0.07,0.71,0.71,6.0,0.07
0.04,0.04,0.79,0.79,5.86,0.03
0.09,0.09,0.14,0.0,4.64,0.08
0.09,0.04,0.15,0.002,0.97,0.06
0.32,0.06,0.18,0.001,8.02,0.08
0.14,0.08,0.7,0.7,10.56,0.08
0.09,0.06,0.2,0.008,4.05,0.07
0.04,0.05,0.95,0.95,0.33,0.09
0.36,0.07,0.44,0.001,2.08,0.09
0.09,0.08,0.03,0.006,1.85,0.09
0.43,0.03,0.35,0.001,6.06,0.04
0.21,0.08,0.39,0.005,4.12,0.07
0.02,0.02,0.32,0.002,5.25,0.04
0.5,0.08,0.59,0.59,6.7,0.02
0.22,0.08,0.39,0.008,1.18,0.01
0.17,0.1,0.15,0.004,8.13,0.07
0.2,0.01,0.97,0.97,0.44,0.01
0.39,0.08,0.09,0.006,10.35,0.09
0.39,0.06,0.22,0.004,10.95,0.09
0.09,0.04,0.03,0.003,0.87,0.07
0.24,0.02,0.58,0.58,0.51,0.03
0.01,0.01,0.37,0.001,6.71,0.09
0.07,0.03,0.04,0.003,6.96,0.01
0.19,0.02,0.89,0.89,5.83,0.02
0.27,0.05,0.46,0.007,0.07,0.06
0.07,0.01,0.95,0.95,7.84,0.06
0.33,0.07,0.75,0.75,3.18,0.06
0.26,0.01,0.14,0.002,5.94,0.04
0.01,0.07,0.7,0.7,1.85,0.04
0.54,0.06,0.8,0.8,1.69,0.03
0.03,0.0,0.55,0.55,0.84,0.06
0.3,0.04,0.1,0.008,1.95,0.01
0.05,0.01,0.41,0.006,0.23,0.05
0.06,0.09,0.15,0.001,0.05,0.03
0.07,0.08,0.74,0.74,1.74,0.04
0.35,0.1,0.49,0.007,3.78,0.01
0.37,0.05,0.74,0.74,7.51,0.06
0.48,0.07,0.38,0.002,7.24,0.03
0.02,0.07,0.28,0.002,0.9,0.02
0.14,0.01,0.85,0.85,0.41,0.09
0.16,0.0,0.48,0.006,1.13,0.09
0.07,0.06,0.01,0.007,0.86,0.05
0.33,0.06,0.6,0.6,0.31,0.03
0.48,0.0,0.57,0.57,1.25,0.02
0.32,0.01,0.85,0.85,0.71,0.04
0.06,0.04,0.45,0.005,10.13,0.06
0.15,0.06,0.58,0.58,0.69,0.05
0.0,0.02,0.18,0.004,6.27,0.05
0.61,0.01,0.31,0.009,2.88,0.09
0.07,0.03,0.55,0.55,4.04,0.02
0.07,0.04,0.11,0.003,8.35,0.09
0.05,0.09,0.26,0.001,6.46,0.08
0.09,0.05,0.91,0.91,0.39,0.01
0.15,0.05,0.4,0.0,6.47,0.02
0.0,0.06,0.03,0.007,5.42,0.1
0.07,0.01,0.32,0.001,0.24,0.1
0.3,0.1,0.26,0.006,0.72,0.08
0.13,0.0,0.05,0.009,0.09,0.02
0.14,0.09,0.4,0.008,0.14,0.05
0.07,0.04,0.44,0.005,0.07,0.09
0.04,0.05,0.36,0.003,9.15,0.1
0.07,0.07,0.25,0.002,7.39,0.03
0.02,0.05,0.02,0.003,0.24,0.06
0.1,0.08,0.2,0.003,2.02,0.08
0.18,0.06,0.75,0.75,9.86,0.07
0.17,0.03,0.24,0.003,0.33,0.09
0.7,0.01,0.51,0.51,6.16,0.01
0.03,0.04,0.51,0.51,2.07,0.0
0.04,0.0,0.01,0.001,0.2,0.03
0.11,0.06,0.34,0.004,5.39,0.0
0.02,0.0,0.15,0.002,0.33,0.08
0.02,0.07,0.23,0.004,1.0,0.07
0.69,0.07,0.36,0.005,0.48,0.07
0.25,0.06,0.79,0.79,4.38,0.08
0.1,0.09,0.26,0.006,0.25,0.06
0.01,0.06,0.94,0.94,5.47,0.05
0.09,0.08,0.02,0.001,1.4,0.06
0.03,0.05,0.2,0.005,1.82,0.01
0.03,0.09,0.51,0.51,3.56,0.07
0.05,0.01,0.83,0.83,2.11,0.0
0.04,0.04,0.54,0.54,1.35,0.03
0.28,0.05,0.2,0.007,3.31,0.03
0.24,0.07,0.73,0.73,8.77,0.03
0.35,0.08,0.09,0.007,1.86,0.03
0.05,0.06,0.59,0.59,7.0,0.02
0.18,0.09,0.65,0.65,1.79,0.1
0.06,0.05,0.32,0.008,0.07,0.04
0.34,0.04,0.24,0.002,4.66,0.03
0.32,0.02,0.8,0.8,1.18,0.08
0.46,0.07,0.36,0.0,2.76,0.07
0.49,0.06,0.52,0.52,2.53,0.03
0.17,0.06,0.29,0.001,4.6,0.09
0.49,0.09,0.03,0.005,10.28,0.02
0.05,0.06,0.37,0.001,4.97,0.09
0.02,0.03,0.57,0.57,7.75,0.06
0.19,0.02,0.4,0.008,0.24,0.07
0.05,0.02,0.28,0.005,1.86,0.07
0.44,0.05,0.69,0.69,3.21,0.08
0.07,0.04,0.67,0.67,0.11,0.09
0.38,0.07,0.41,0.0,0.42,0.09
0.01,0.09,0.74,0.74,9.2,0.02
0.05,0.08,0.44,0.007,0.45,0.05
0.02,0.1,0.3,0.005,2.79,0.0
0.04,0.08,0.28,0.002,1.17,0.02
0.08,0.0,0.53,0.53,0.15,0.09
0.12,0.02,0.1,0.007,2.36,0.04
0.07,0.06,0.59,0.59,0.17,0.06
0.05,0.02,0.06,0.001,10.16,0.0
0.37,0.03,0.17,0.0,7.24,0.06
0.08,0.09,0.42,0.003,0.61,0.03
0.52,0.03,0.72,0.72,1.36,0.08
0.1,0.09,0.21,0.001,1.04,0.06
0.03,0.1,0.36,0.002,6.69,0.05
0.07,0.04,0.76,0.76,0.45,0.0
0.0,0.08,0.42,0.009,0.83,0.05
0.28,0.04,0.44,0.007,0.96,0.08
0.46,0.02,0.39,0.002,1.92,0.05
0.01,0.06,0.72,0.72,8.08,0.09
0.07,0.08,0.85,0.85,4.93,0.04
0.21,0.02,0.98,0.98,0.12,0.06
0.07,0.09,0.53,0.53,4.29,0.04
0.16,0.08,0.79,0.79,1.23,0.08
0.06,0.08,0.06,0.005,0.99,0.09
0.23,0.09,0.05,0.002,0.2,0.05
0.53,0.06,0.48,0.007,8.62,0.03
0.07,0.1,0.28,0.003,2.46,0.04
0.06,0.06,0.36,0.008,2.55,0.09
0.03,0.07,0.99,0.99,0.13,0.0
0.09,0.03,0.74,0.74,0.95,0.09
0.06,0.05,0.35,0.004,7.86,0.01
0.17,0.06,0.89,0.89,1.4,0.03
0.03,0.01,0.13,0.002,2.52,0.08
0.24,0.02,1.0,1.0,2.17,0.06
0.5,0.02,0.72,0.72,0.74,0.08
0.11,0.05,0.93,0.93,5.38,0.1
0.08,0.07,0.07,0.001,0.38,0.07
0.07,0.0,0.29,0.0,10.09,0.07
0.37,0.01,0.2,0.008,1.92,0.06
0.11,0.07,0.27,0.002,7.57,0.03
0.08,0.09,0.57,0.57,10.38,0.07
0.04,0.04,0.43,0.008,6.15,0.01
0.28,0.1,0.07,0.008,8.35,0.03
0.08,0.04,0.1,0.005,7.51,0.07
0.22,0.05,0.55,0.55,10.65,0.01
0.32,0.05,0.76,0.76,11.5,0.0
0.65,0.1,0.33,0.005,0.39,0.06
0.08,0.05,0.99,0.99,1.52,0.09
0.04,0.09,0.69,0.69,1.38,0.08
0.14,0.03,0.84,0.84,3.31,0.01
0.03,0.08,0.51,0.51,2.91,0.03
0.17,0.03,0.42,0.0,2.28,0.02
0.39,0.06,0.67,0.67,2.32,0.05
0.25,0.1,0.21,0.006,1.42,0.07
0.06,0.07,0.44,0.007,0.13,0.01
0.48,0.1,0.63,0.63,0.03,0.06
0.04,0.04,0.14,0.001,2.12,0.1
0.1,0.07,0.84,0.84,0.48,0.1
0.33,0.06,0.81,0.81,1.21,0.05
0.02,0.06,0.58,0.58,1.08,0.07
0.09,0.03,0.45,0.001,0.5,0.09
0.35,0.08,0.94,0.94,3.39,0.02
0.29,0.07,0.77,0.77,5.58,0.01
0.09,0.09,0.87,0.87,0.87,0.05
0.63,0.07,0.22,0.002,7.21,0.02
0.04,0.0,0.19,0.001,0.19,0.04
0.0,0.03,0.75,0.75,4.64,0.0
0.33,0.02,0.26,0.002,9.32,0.02
0.07,0.07,0.64,0.64,0.36,0.05
0.03,0.06,0.6,0.6,7.82,0.04
0.3,0.02,0.74,0.74,0.4,0.04
0.1,0.04,0.79,0.79,5.27,0.02
0.62,0.02,0.18,0.008,1.25,0.1
0.16,0.08,0.39,0.009,0.62,0.03
0.16,0.03,0.92,0.92,4.5,0.06
0.5,0.08,0.69,0.69,5.33,0.07
0.18,0.03,0.22,0.002,9.61,0.01
0.14,0.07,0.76,0.76,9.35,0.05
0.3,0.05,0.75,0.75,0.05,0.09
0.27,0.01,0.63,0.63,7.25,0.05
0.11,0.04,0.4,0.002,12.43,0.09
0.01,0.04,0.18,0.007,0.18,0.1
0.56,0.0,0.94,0.94,9.13,0.04
0.06,0.07,0.99,0.99,3.45,0.07
0.11,0.09,0.6,0.6,0.98,0.07
0.55,0.05,0.65,0.65,0.36,0.07
0.57,0.03,0.07,0.008,0.75,0.09
0.02,0.01,0.16,0.001,4.32,0.09
0.09,0.06,0.87,0.87,0.33,0.01
0.3,0.06,0.61,0.61,0.59,0.04
0.37,0.08,0.2,0.002,1.81,0.02
0.05,0.09,0.39,0.001,3.63,0.06
0.38,0.02,0.91,0.91,5.41,0.09
0.03,0.1,0.1,0.001,12.84,0.0
0.09,0.05,0.97,0.97,1.84,0.09
0.15,0.09,0.86,0.86,0.07,0.08
0.51,0.05,0.63,0.63,0.17,0.02
0.23,0.07,0.18,0.007,2.55,0.08
0.07,0.05,0.61,0.61,1.4,0.03
0.19,0.06,0.78,0.78,2.07,0.02
0.52,0.05,0.9,0.9,6.35,0.0
0.1,0.04,0.89,0.89,2.27,0.06
0.35,0.05,0.31,0.005,2.95,0.09
0.23,0.08,0.55,0.55,4.54,0.02
0.06,0.03,0.49,0.005,5.02,0.0
0.05,0.03,0.93,0.93,1.26,0.05
0.16,0.07,0.7,0.7,7.87,0.02
